9.4,0
8.6,1
8.65,2
7.8,3
9.45,4
14.45,5
14.45,6
12.8,7
13.6,8
14.99305556,9
15.78722222,10
16.58138889,11
17.37555556,12
18.16972222,13
18.96388889,14
19.75805556,15
20.55222222,16
21.34638889,17
22.14055556,18
22.93472222,19
23.72888889,20
24.52305556,21
25.31722222,22
26.11138889,23
26.90555556,24
27.69972222,25
28.49388889,26
29.28805556,27
30.08222222,28
30.87638889,29
31.67055556,30
32.46472222,31
33.25888889,32
34.05305556,33
34.84722222,34
35.64138889,35
36.43555556,36
37.22972222,37
38.02388889,38
38.81805556,39
39.61222222,40
40.40638889,41
41.20055556,42
41.99472222,43
42.78888889,44
43.58305556,45
44.37722222,46
45.17138889,47
45.96555556,48
46.75972222,49
47.55388889,50
48.34805556,51
49.14222222,52
49.93638889,53
50.73055556,54
51.52472222,55
52.31888889,56
53.11305556,57
53.90722222,58
54.70138889,59
55.49555556,60
56.28972222,61
57.08388889,62
57.87805556,63
58.67222222,64
59.46638889,65
60.26055556,66
61.05472222,67
61.84888889,68
62.64305556,69
63.43722222,70
64.23138889,71
65.02555556,72
65.81972222,73
66.61388889,74
67.40805556,75
68.20222222,76
68.99638889,77
69.79055556,78
70.58472222,79
71.37888889,80
72.17305556,81
72.96722222,82
73.76138889,83
74.55555556,84
75.34972222,85
76.14388889,86
76.93805556,87
77.73222222,88
78.52638889,89
79.32055556,90
80.11472222,91
80.90888889,92
81.70305556,93
82.49722222,94
83.29138889,95
84.08555556,96
84.87972222,97
85.67388889,98
86.46805556,99
87.26222222,100
88.05638889,101
88.85055556,102
89.64472222,103
90.43888889,104
91.23305556,105
92.02722222,106
92.82138889,107
93.61555556,108
94.40972222,109
95.20388889,110
95.99805556,111
96.79222222,112
97.58638889,113
98.38055556,114
99.17472222,115
99.96888889,116
100.7630556,117
101.5572222,118
102.3513889,119
103.1455556,120
103.9397222,121
104.7338889,122
105.5280556,123
106.3222222,124
107.1163889,125
107.9105556,126
108.7047222,127
109.4988889,128
110.2930556,129
111.0872222,130
111.8813889,131
112.6755556,132
113.4697222,133
114.2638889,134
115.0580556,135
115.8522222,136
116.6463889,137
117.4405556,138
118.2347222,139
119.0288889,140
119.8230556,141
120.6172222,142
121.4113889,143
122.2055556,144
122.9997222,145
123.7938889,146
124.5880556,147
125.3822222,148
126.1763889,149
126.9705556,150
127.7647222,151
128.5588889,152
129.3530556,153
130.1472222,154
130.9413889,155
131.7355556,156
132.5297222,157
133.3238889,158
134.1180556,159
134.9122222,160
135.7063889,161
136.5005556,162
137.2947222,163
138.0888889,164
138.8830556,165
139.6772222,166
140.4713889,167
141.2655556,168
142.0597222,169
142.8538889,170
143.6480556,171
144.4422222,172
145.2363889,173
146.0305556,174
146.8247222,175
147.6188889,176
148.4130556,177
149.2072222,178
150.0013889,179
150.7955556,180
151.5897222,181
152.3838889,182
153.1780556,183
153.9722222,184
154.7663889,185
155.5605556,186
156.3547222,187
157.1488889,188
157.9430556,189
158.7372222,190
159.5313889,191
160.3255556,192
161.1197222,193
161.9138889,194
162.7080556,195
163.5022222,196
164.2963889,197
165.0905556,198
165.8847222,199
166.6788889,200
167.4730556,201
168.2672222,202
169.0613889,203
169.8555556,204
170.6497222,205
171.4438889,206
172.2380556,207
173.0322222,208
173.8263889,209
174.6205556,210
175.4147222,211
176.2088889,212
177.0030556,213
177.7972222,214
178.5913889,215
179.3855556,216
180.1797222,217
180.9738889,218
181.7680556,219
182.5622222,220
183.3563889,221
184.1505556,222
